日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-25,'600740,山西焦化,5.76,5.78,5.65,5.69,5.68,0.08,1.4085,1.4069,36045248,206551361.0,14757817847.0,14757817847.0
2022-11-24,'600740,山西焦化,5.68,5.7,5.64,5.67,5.67,0.01,0.1764,0.8388,21491550,122002338.0,14552848154.7,14552848154.7
2022-11-23,'600740,山西焦化,5.67,5.67,5.58,5.59,5.61,0.06,1.0695,0.9131,23393811,132121964.0,14527226943.2,14527226943.2
2022-11-22,'600740,山西焦化,5.61,5.67,5.57,5.59,5.58,0.03,0.5376,0.776,19882951,111563940.0,14373499673.9,14373499673.9
2022-11-21,'600740,山西焦化,5.58,5.59,5.5,5.57,5.61,-0.03,-0.5348,0.7287,18669410,103466441.0,14296636039.3,14296636039.3
2022-11-18,'600740,山西焦化,5.61,5.67,5.6,5.64,5.66,-0.05,-0.8834,0.8466,21690660,122035414.0,14373499673.9,14373499673.9
2022-11-17,'600740,山西焦化,5.66,5.73,5.62,5.72,5.74,-0.08,-1.3937,1.0446,26763815,151365702.0,14501605731.6,14501605731.6
2022-11-16,'600740,山西焦化,5.74,5.76,5.7,5.71,5.72,0.02,0.3497,0.8816,22587732,129620950.0,14706575424.0,14706575424.0
2022-11-15,'600740,山西焦化,5.72,5.72,5.62,5.66,5.68,0.04,0.7042,0.8814,22582629,128555760.0,14655333000.9,14655333000.9
2022-11-14,'600740,山西焦化,5.68,5.87,5.66,5.77,5.76,-0.08,-1.3889,1.4588,37375531,215482233.0,14552848154.7,14552848154.7
2022-11-11,'600740,山西焦化,5.76,5.78,5.68,5.73,5.66,0.1,1.7668,1.4534,37237404,213510443.0,14757817847.0,14757817847.0
2022-11-10,'600740,山西焦化,5.66,5.68,5.56,5.6,5.64,0.02,0.3546,0.9596,24586704,138480754.0,14501605731.6,14501605731.6
2022-11-09,'600740,山西焦化,5.64,5.7,5.64,5.67,5.66,-0.02,-0.3534,0.6151,15759719,89238950.0,14450363308.6,14450363308.6
2022-11-08,'600740,山西焦化,5.66,5.72,5.62,5.69,5.72,-0.06,-1.049,0.8613,22067481,124928810.0,14501605731.6,14501605731.6
2022-11-07,'600740,山西焦化,5.72,5.74,5.63,5.65,5.66,0.06,1.0601,1.2854,32933107,187652730.0,14655333000.9,14655333000.9
