日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-25,'600403,大有能源,4.93,4.98,4.78,4.82,4.83,0.1,2.0704,0.672,16066600,78727980.0,11786705141.9,11786705141.9
2022-11-24,'600403,大有能源,4.83,4.84,4.71,4.74,4.74,0.09,1.8987,0.4418,10563776,50621030.0,11547623901.7,11547623901.7
2022-11-23,'600403,大有能源,4.74,4.77,4.68,4.71,4.71,0.03,0.6369,0.3495,8356460,39595916.0,11332450785.5,11332450785.5
2022-11-22,'600403,大有能源,4.71,4.76,4.68,4.7,4.67,0.04,0.8565,0.381,9109525,42942941.0,11260726413.4,11260726413.4
2022-11-21,'600403,大有能源,4.67,4.69,4.6,4.68,4.69,-0.02,-0.4264,0.313,7482920,34769928.0,11165093917.3,11165093917.3
2022-11-18,'600403,大有能源,4.69,4.77,4.68,4.75,4.74,-0.05,-1.0549,0.3245,7757600,36625860.0,11212910165.4,11212910165.4
2022-11-17,'600403,大有能源,4.74,4.8,4.71,4.79,4.83,-0.09,-1.8634,0.4008,9583000,45491032.0,11332450785.5,11332450785.5
2022-11-16,'600403,大有能源,4.83,4.85,4.79,4.81,4.81,0.02,0.4158,0.3996,9554200,46024614.0,11547623901.7,11547623901.7
2022-11-15,'600403,大有能源,4.81,4.82,4.71,4.76,4.78,0.03,0.6276,0.4816,11514976,55000080.0,11499807653.6,11499807653.6
2022-11-14,'600403,大有能源,4.78,5.01,4.76,4.9,4.86,-0.08,-1.6461,0.6858,16396231,79786273.0,11428083281.6,11428083281.6
2022-11-11,'600403,大有能源,4.86,4.87,4.77,4.82,4.75,0.11,2.3158,0.6717,16058077,77553174.0,11619348273.7,11619348273.7
2022-11-10,'600403,大有能源,4.75,4.76,4.6,4.7,4.72,0.03,0.6356,0.3787,9053340,42621018.0,11356358909.5,11356358909.5
2022-11-09,'600403,大有能源,4.72,4.78,4.71,4.73,4.74,-0.02,-0.4219,0.3206,7664619,36342612.0,11284634537.4,11284634537.4
2022-11-08,'600403,大有能源,4.74,4.77,4.7,4.7,4.73,0.01,0.2114,0.4029,9632900,45599083.0,11332450785.5,11332450785.5
2022-11-07,'600403,大有能源,4.73,4.77,4.64,4.64,4.67,0.06,1.2848,0.5231,12506600,59082497.0,11308542661.5,11308542661.5
2022-11-04,'600403,大有能源,4.67,4.68,4.52,4.53,4.54,0.13,2.8634,0.4638,11088674,51305983.0,11165093917.3,11165093917.3
2022-11-03,'600403,大有能源,4.54,4.57,4.51,4.53,4.58,-0.04,-0.8734,0.3091,7390400,33540643.0,10854288305.1,10854288305.1
2022-11-02,'600403,大有能源,4.58,4.6,4.52,4.55,4.54,0.04,0.8811,0.3821,9135350,41703330.0,10949920801.2,10949920801.2
2022-11-01,'600403,大有能源,4.54,4.55,4.42,4.48,4.48,0.06,1.3393,0.5395,12899100,57829140.0,10854288305.1,10854288305.1
2022-10-31,'600403,大有能源,4.48,4.65,4.46,4.61,4.69,-0.21,-4.4776,0.6434,15381700,69658662.0,10710839561.0,10710839561.0
2022-10-28,'600403,大有能源,4.69,4.82,4.64,4.73,4.74,-0.05,-1.0549,0.6619,15824147,74614339.0,11212910165.4,11212910165.4
2022-10-27,'600403,大有能源,4.74,4.8,4.67,4.72,4.69,0.05,1.0661,0.4925,11774050,55925970.0,11332450785.5,11332450785.5
2022-10-26,'600403,大有能源,4.69,4.75,4.67,4.72,4.71,-0.02,-0.4246,0.4962,11864250,55871764.0,11212910165.4,11212910165.4
2022-10-25,'600403,大有能源,4.71,4.79,4.62,4.76,4.78,-0.07,-1.4644,0.5032,12029902,56320814.0,11260726413.4,11260726413.4
2022-10-24,'600403,大有能源,4.78,4.9,4.76,4.84,4.83,-0.05,-1.0352,0.5512,13177320,63772842.0,11428083281.6,11428083281.6
2022-10-21,'600403,大有能源,4.83,4.94,4.82,4.91,4.88,-0.05,-1.0246,0.5611,13414400,65359034.0,11547623901.7,11547623901.7
2022-10-20,'600403,大有能源,4.88,4.97,4.84,4.97,4.97,-0.09,-1.8109,0.5853,13992455,68433277.0,11667164521.8,11667164521.8
2022-10-19,'600403,大有能源,4.97,5.04,4.93,4.95,4.99,-0.02,-0.4008,0.5351,12792600,63860683.0,11882337637.9,11882337637.9
2022-10-18,'600403,大有能源,4.99,5.06,4.95,5.05,5.02,-0.03,-0.5976,0.5337,12760500,63779848.0,11930153886.0,11930153886.0
2022-10-17,'600403,大有能源,5.02,5.02,4.84,4.97,5.0,0.02,0.4,0.716,17119142,84384166.0,12001878258.0,12001878258.0
2022-10-14,'600403,大有能源,5.0,5.03,4.96,4.98,4.96,0.04,0.8065,0.5716,13665600,68334399.0,11954062010.0,11954062010.0
2022-10-13,'600403,大有能源,4.96,5.05,4.91,5.05,5.1,-0.14,-2.7451,0.7227,17278400,85848707.0,11858429513.9,11858429513.9
2022-10-12,'600403,大有能源,5.1,5.1,4.93,5.01,5.07,0.03,0.5917,0.5844,13973009,69883969.0,12193143250.2,12193143250.2
2022-10-11,'600403,大有能源,5.07,5.12,4.92,5.04,5.08,-0.01,-0.1969,0.6476,15484014,77727999.0,12121418878.1,12121418878.1
2022-10-10,'600403,大有能源,5.08,5.21,5.03,5.13,5.04,0.04,0.7937,0.7722,18462006,94711493.0,12145327002.2,12145327002.2
2022-09-30,'600403,大有能源,5.04,5.1,4.9,4.95,4.97,0.07,1.4085,0.6492,15521606,78079855.0,12049694506.1,12049694506.1
2022-09-29,'600403,大有能源,4.97,5.06,4.92,4.96,4.91,0.06,1.222,0.7255,17345100,86578044.0,11882337637.9,11882337637.9
2022-09-28,'600403,大有能源,4.91,5.08,4.88,5.03,5.01,-0.1,-1.996,0.7543,18034877,89395099.0,11738888893.8,11738888893.8
2022-09-27,'600403,大有能源,5.01,5.13,4.84,5.04,5.02,-0.01,-0.1992,0.9666,23108700,114094600.0,11977970134.0,11977970134.0
2022-09-26,'600403,大有能源,5.02,5.22,5.0,5.18,5.27,-0.25,-4.7438,0.7372,17625200,90088803.0,12001878258.0,12001878258.0
2022-09-23,'600403,大有能源,5.27,5.44,5.24,5.31,5.35,-0.08,-1.4953,0.7032,16811114,89454883.0,12599581358.5,12599581358.5
2022-09-22,'600403,大有能源,5.35,5.36,5.18,5.2,5.24,0.11,2.0992,0.9852,23555419,124857338.0,12790846350.7,12790846350.7
2022-09-21,'600403,大有能源,5.24,5.26,5.11,5.13,5.14,0.1,1.9455,0.7396,17682194,92086263.0,12527856986.5,12527856986.5
2022-09-20,'600403,大有能源,5.14,5.24,5.04,5.05,5.03,0.11,2.1869,0.7742,18509300,95105323.0,12288775746.3,12288775746.3
2022-09-19,'600403,大有能源,5.03,5.12,4.96,5.04,5.04,-0.01,-0.1984,0.6899,16493800,83083075.0,12025786382.1,12025786382.1
2022-09-16,'600403,大有能源,5.04,5.36,5.01,5.26,5.3,-0.26,-4.9057,1.1402,27259900,140218314.0,12049694506.1,12049694506.1
2022-09-15,'600403,大有能源,5.3,5.52,5.2,5.4,5.33,-0.03,-0.5629,1.154,27591000,147747589.0,12671305730.6,12671305730.6
2022-09-14,'600403,大有能源,5.33,5.46,5.25,5.3,5.41,-0.08,-1.4787,0.6997,16728000,89619636.0,12743030102.7,12743030102.7
2022-09-13,'600403,大有能源,5.41,5.54,5.38,5.52,5.51,-0.1,-1.8149,0.6619,15823800,85992055.0,12934295094.8,12934295094.8
2022-09-09,'600403,大有能源,5.51,5.55,5.38,5.48,5.49,0.02,0.3643,0.8769,20964500,114670593.0,13173376335.0,13173376335.0
2022-09-08,'600403,大有能源,5.49,5.55,5.4,5.52,5.59,-0.1,-1.7889,0.8371,20013100,109597038.0,13125560087.0,13125560087.0
2022-09-07,'600403,大有能源,5.59,5.69,5.51,5.57,5.65,-0.06,-1.0619,1.077,25748000,143865707.0,13364641327.2,13364641327.2
2022-09-06,'600403,大有能源,5.65,5.7,5.46,5.48,5.48,0.17,3.1022,1.9291,46120000,259252931.0,13508090071.3,13508090071.3
2022-09-05,'600403,大有能源,5.48,5.51,5.2,5.2,5.2,0.28,5.3846,1.7141,40980300,222508260.0,13101651963.0,13101651963.0
2022-09-02,'600403,大有能源,5.2,5.28,5.15,5.24,5.24,-0.04,-0.7634,0.776,18551900,96445152.0,12432224490.4,12432224490.4
2022-09-01,'600403,大有能源,5.24,5.34,5.08,5.08,5.11,0.13,2.544,1.2179,29117600,152769713.0,12527856986.5,12527856986.5
2022-08-31,'600403,大有能源,5.11,5.38,5.07,5.34,5.41,-0.3,-5.5453,1.4852,35507508,183771507.0,12217051374.2,12217051374.2
2022-08-30,'600403,大有能源,5.41,5.57,5.3,5.55,5.58,-0.17,-3.0466,1.6396,39200400,211845733.0,12934295094.8,12934295094.8
2022-08-29,'600403,大有能源,5.58,5.6,5.15,5.28,5.36,0.22,4.1045,2.0018,47858201,259299027.0,13340733203.2,13340733203.2
2022-08-26,'600403,大有能源,5.36,5.58,5.35,5.56,5.62,-0.26,-4.6263,2.1267,50845200,276914141.0,12814754474.7,12814754474.7
2022-08-25,'600403,大有能源,5.62,5.65,5.3,5.35,5.32,0.3,5.6391,3.1417,75111308,414999081.0,13436365699.2,13436365699.2
2022-08-24,'600403,大有能源,5.32,5.54,5.31,5.48,5.45,-0.13,-2.3853,1.2413,29678000,160511607.0,12719121978.6,12719121978.6
2022-08-23,'600403,大有能源,5.45,5.49,5.33,5.42,5.42,0.03,0.5535,1.2324,29465100,159841401.0,13029927590.9,13029927590.9
2022-08-22,'600403,大有能源,5.42,5.47,5.3,5.34,5.31,0.11,2.0716,1.0881,26014400,140526148.0,12958203218.8,12958203218.8
2022-08-19,'600403,大有能源,5.31,5.37,5.19,5.27,5.24,0.07,1.3359,1.1652,27857115,147392913.0,12695213854.6,12695213854.6
