ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2022-11-10,'601011,±¦Ì©Â¡,3.69,3.72,3.65,3.67,3.71,-0.02,-0.5391,1.0439,19997258,73659831.0,7068802148.91,7068802148.91
2022-11-09,'601011,±¦Ì©Â¡,3.71,3.76,3.69,3.75,3.76,-0.05,-1.3298,1.1906,22807889,84826947.0,7107115439.69,7107115439.69
2022-11-08,'601011,±¦Ì©Â¡,3.76,3.81,3.73,3.78,3.81,-0.05,-1.3123,2.2608,43308635,162949551.0,7202898666.64,7202898666.64
2022-11-07,'601011,±¦Ì©Â¡,3.81,3.91,3.56,3.56,3.56,0.25,7.0225,3.692,70726479,264702356.0,7298681893.59,7298681893.59
2022-11-04,'601011,±¦Ì©Â¡,3.56,3.56,3.46,3.47,3.49,0.07,2.0057,1.128,21609556,76314230.0,6819765758.84,6819765758.84
2022-11-03,'601011,±¦Ì©Â¡,3.49,3.49,3.44,3.46,3.5,-0.01,-0.2857,0.5669,10860300,37697391.0,6685669241.11,6685669241.11
2022-11-02,'601011,±¦Ì©Â¡,3.5,3.52,3.45,3.46,3.47,0.03,0.8646,0.9667,18517901,64559203.0,6704825886.5,6704825886.5
2022-11-01,'601011,±¦Ì©Â¡,3.47,3.47,3.4,3.41,3.42,0.05,1.462,1.0293,19718294,67841415.0,6647355950.33,6647355950.33
2022-10-31,'601011,±¦Ì©Â¡,3.42,3.48,3.39,3.48,3.47,-0.05,-1.4409,1.0824,20734686,70990453.0,6551572723.38,6551572723.38
2022-10-28,'601011,±¦Ì©Â¡,3.47,3.66,3.44,3.66,3.72,-0.25,-6.7204,2.1804,41768951,147644272.0,6647355950.33,6647355950.33
2022-10-27,'601011,±¦Ì©Â¡,3.72,3.73,3.68,3.7,3.7,0.02,0.5405,0.757,14502490,53850917.0,7126272085.08,7126272085.08
2022-10-26,'601011,±¦Ì©Â¡,3.7,3.74,3.67,3.68,3.68,0.02,0.5435,1.1398,21834513,80916682.0,7087958794.3,7087958794.3
2022-10-25,'601011,±¦Ì©Â¡,3.68,3.69,3.59,3.68,3.66,0.02,0.5464,1.1092,21247873,77388801.0,7049645503.52,7049645503.52
2022-10-24,'601011,±¦Ì©Â¡,3.66,3.79,3.65,3.71,3.72,-0.06,-1.6129,1.1944,22881568,84791101.0,7011332212.74,7011332212.74
2022-10-21,'601011,±¦Ì©Â¡,3.72,3.77,3.71,3.76,3.74,-0.02,-0.5348,1.0441,20001483,74825170.0,7126272085.08,7126272085.08
2022-10-20,'601011,±¦Ì©Â¡,3.74,3.79,3.72,3.78,3.8,-0.06,-1.5789,1.2324,23609127,88531343.0,7164585375.86,7164585375.86
2022-10-19,'601011,±¦Ì©Â¡,3.8,3.87,3.79,3.83,3.84,-0.04,-1.0417,0.9912,18987600,72660114.0,7279525248.2,7279525248.2
2022-10-18,'601011,±¦Ì©Â¡,3.84,3.87,3.82,3.84,3.85,-0.01,-0.2597,1.118,21417528,82328363.0,7356151829.76,7356151829.76
2022-10-17,'601011,±¦Ì©Â¡,3.85,3.86,3.75,3.8,3.83,0.02,0.5222,1.2295,23553027,89909924.0,7375308475.15,7375308475.15
2022-10-14,'601011,±¦Ì©Â¡,3.83,3.86,3.81,3.84,3.8,0.03,0.7895,1.2248,23462799,89940794.0,7336995184.37,7336995184.37
2022-10-13,'601011,±¦Ì©Â¡,3.8,3.81,3.75,3.8,3.8,0.0,0.0,1.1123,21307437,80523809.0,7279525248.2,7279525248.2
2022-10-12,'601011,±¦Ì©Â¡,3.8,3.81,3.68,3.71,3.75,0.05,1.3333,0.8853,16959691,63549267.0,7279525248.2,7279525248.2
2022-10-11,'601011,±¦Ì©Â¡,3.75,3.75,3.61,3.71,3.71,0.04,1.0782,0.9486,18172072,67144641.0,7183742021.25,7183742021.25
2022-10-10,'601011,±¦Ì©Â¡,3.71,3.81,3.68,3.77,3.73,-0.02,-0.5362,1.0137,19420024,72905724.0,7107115439.69,7107115439.69
2022-09-30,'601011,±¦Ì©Â¡,3.73,3.79,3.69,3.7,3.7,0.03,0.8108,1.0895,20872044,77928743.0,7145428730.47,7145428730.47
2022-09-29,'601011,±¦Ì©Â¡,3.7,3.8,3.68,3.76,3.72,-0.02,-0.5376,1.0712,20521349,76757453.0,7087958794.3,7087958794.3
2022-09-28,'601011,±¦Ì©Â¡,3.72,3.84,3.72,3.8,3.83,-0.11,-2.8721,1.2629,24192512,90936522.0,7126272085.08,7126272085.08
2022-09-27,'601011,±¦Ì©Â¡,3.83,3.86,3.73,3.84,3.82,0.01,0.2618,1.5377,29457108,111205728.0,7336995184.37,7336995184.37
2022-09-26,'601011,±¦Ì©Â¡,3.82,4.0,3.81,3.98,4.02,-0.2,-4.9751,1.9976,38266538,148751175.0,7317838538.98,7317838538.98
2022-09-23,'601011,±¦Ì©Â¡,4.02,4.13,3.98,4.09,4.08,-0.06,-1.4706,1.8888,36183738,146596310.0,7700971446.78,7700971446.78
2022-09-22,'601011,±¦Ì©Â¡,4.08,4.11,3.99,4.01,4.02,0.06,1.4925,2.171,41588442,169517776.0,7815911319.12,7815911319.12
2022-09-21,'601011,±¦Ì©Â¡,4.02,4.05,3.89,3.89,3.93,0.09,2.2901,1.8056,34589130,137893668.0,7700971446.78,7700971446.78
2022-09-20,'601011,±¦Ì©Â¡,3.93,3.98,3.84,3.85,3.81,0.12,3.1496,1.8727,35875475,140375886.0,7528561638.27,7528561638.27
2022-09-19,'601011,±¦Ì©Â¡,3.81,3.92,3.79,3.86,3.88,-0.07,-1.8041,1.463,28026738,107663080.0,7298681893.59,7298681893.59
2022-09-16,'601011,±¦Ì©Â¡,3.88,4.03,3.86,4.0,4.02,-0.14,-3.4826,2.182,41800574,165000197.0,7432778411.32,7432778411.32
2022-09-15,'601011,±¦Ì©Â¡,4.02,4.13,3.98,4.08,4.07,-0.05,-1.2285,2.3749,45495683,184053979.0,7700971446.78,7700971446.78
2022-09-14,'601011,±¦Ì©Â¡,4.07,4.1,4.03,4.06,4.11,-0.04,-0.9732,2.2869,43809222,177644610.0,7796754673.73,7796754673.73
2022-09-13,'601011,±¦Ì©Â¡,4.11,4.2,4.09,4.18,4.18,-0.07,-1.6746,3.2346,61964737,255874853.0,7873381255.29,7873381255.29
2022-09-09,'601011,±¦Ì©Â¡,4.18,4.32,4.12,4.3,4.39,-0.21,-4.7836,6.22,119154106,499218809.0,8007477773.02,8007477773.02
2022-09-08,'601011,±¦Ì©Â¡,4.39,4.44,4.35,4.42,4.44,-0.05,-1.1261,1.6327,26202131,115292066.0,8409767326.21,7045104472.83
2022-09-07,'601011,±¦Ì©Â¡,4.44,4.49,4.36,4.39,4.41,0.03,0.6803,2.097,33652499,149554903.0,8505550553.16,7125344842.68
2022-09-06,'601011,±¦Ì©Â¡,4.41,4.43,4.32,4.4,4.39,0.02,0.4556,2.302,36942163,162022033.0,8448080616.99,7077200620.77
2022-09-05,'601011,±¦Ì©Â¡,4.39,4.53,4.15,4.15,4.15,0.24,5.7831,3.7767,60609155,265325138.0,8409767326.21,7045104472.83
2022-09-02,'601011,±¦Ì©Â¡,4.15,4.22,4.12,4.19,4.16,-0.01,-0.2404,1.1975,19217046,79887109.0,7950007836.85,6659950697.55
2022-09-01,'601011,±¦Ì©Â¡,4.16,4.26,4.12,4.15,4.14,0.02,0.4831,1.6847,27036457,113556033.0,7969164482.24,6675998771.52
2022-08-31,'601011,±¦Ì©Â¡,4.14,4.31,4.11,4.29,4.31,-0.17,-3.9443,2.2299,35786149,149533248.0,7930851191.46,6643902623.58
2022-08-30,'601011,±¦Ì©Â¡,4.31,4.46,4.27,4.46,4.43,-0.12,-2.7088,2.3745,38105401,165403574.0,8256514163.09,6916719881.07
2022-08-29,'601011,±¦Ì©Â¡,4.43,4.43,4.15,4.21,4.26,0.17,3.9906,2.3481,37683261,163044991.0,8486393907.77,7109296768.71
2022-08-26,'601011,±¦Ì©Â¡,4.26,4.37,4.25,4.36,4.35,-0.09,-2.069,1.5594,25026100,107126042.0,8160730936.14,6836479511.22
2022-08-25,'601011,±¦Ì©Â¡,4.35,4.4,4.22,4.3,4.27,0.08,1.8735,2.1218,34050460,147192535.0,8333140744.65,6980912176.95
2022-08-24,'601011,±¦Ì©Â¡,4.27,4.39,4.25,4.37,4.37,-0.1,-2.2883,1.2745,20454035,88170505.0,8179887581.53,6852527585.19
2022-08-23,'601011,±¦Ì©Â¡,4.37,4.39,4.29,4.32,4.34,0.03,0.6912,1.2496,20054154,87247535.0,8371454035.43,7013008324.89
2022-08-22,'601011,±¦Ì©Â¡,4.34,4.39,4.31,4.34,4.34,0.0,0.0,1.0258,16462072,71714389.0,8313984099.26,6964864102.98
2022-08-19,'601011,±¦Ì©Â¡,4.34,4.4,4.33,4.36,4.35,-0.01,-0.2299,1.0807,17343683,75678556.0,8313984099.26,6964864102.98
2022-08-18,'601011,±¦Ì©Â¡,4.35,4.43,4.31,4.4,4.42,-0.07,-1.5837,1.396,22402656,97612666.0,8333140744.65,6980912176.95
2022-08-17,'601011,±¦Ì©Â¡,4.42,4.46,4.33,4.39,4.38,0.04,0.9132,1.9275,30932140,135870639.0,8467237262.38,7093248694.74
2022-08-16,'601011,±¦Ì©Â¡,4.38,4.41,4.3,4.34,4.36,0.02,0.4587,1.4448,23186084,100928008.0,8390610680.82,7029056398.86
2022-08-15,'601011,±¦Ì©Â¡,4.36,4.4,4.29,4.3,4.28,0.08,1.8692,1.6048,25754615,112099688.0,8352297390.04,6996960250.92
2022-08-12,'601011,±¦Ì©Â¡,4.28,4.34,4.26,4.27,4.26,0.02,0.4695,1.3081,20991881,90498483.0,8199044226.92,6868575659.16
2022-08-11,'601011,±¦Ì©Â¡,4.26,4.28,4.22,4.26,4.22,0.04,0.9479,0.986,15822810,67114065.0,8160730936.14,6836479511.22
2022-08-10,'601011,±¦Ì©Â¡,4.22,4.26,4.19,4.26,4.26,-0.04,-0.939,0.8532,13692891,57748143.0,8084104354.58,6772287215.34
2022-08-09,'601011,±¦Ì©Â¡,4.26,4.28,4.15,4.19,4.17,0.09,2.1583,1.3776,22107900,93671602.0,8160730936.14,6836479511.22
2022-08-08,'601011,±¦Ì©Â¡,4.17,4.2,4.11,4.16,4.16,0.01,0.2404,0.7063,11334236,47227004.0,7988321127.63,6692046845.49
2022-08-05,'601011,±¦Ì©Â¡,4.16,4.18,4.07,4.17,4.14,0.02,0.4831,0.7036,11291000,46497577.0,7969164482.24,6675998771.52
2022-08-04,'601011,±¦Ì©Â¡,4.14,4.16,4.06,4.14,4.08,0.06,1.4706,0.7782,12489217,51327521.0,7930851191.46,6643902623.58
2022-08-03,'601011,±¦Ì©Â¡,4.08,4.22,4.08,4.14,4.15,-0.07,-1.6867,0.8413,13500869,56210760.0,7815911319.12,6547614179.76
2022-08-02,'601011,±¦Ì©Â¡,4.15,4.28,4.06,4.28,4.31,-0.16,-3.7123,1.4704,23597354,97882644.0,7950007836.85,6659950697.55
2022-08-01,'601011,±¦Ì©Â¡,4.31,4.33,4.24,4.26,4.27,0.04,0.9368,0.8432,13531883,58071924.0,8256514163.09,6916719881.07
2022-07-29,'601011,±¦Ì©Â¡,4.27,4.37,4.25,4.33,4.35,-0.08,-1.8391,1.1784,18910518,81092741.0,8179887581.53,6852527585.19
2022-07-28,'601011,±¦Ì©Â¡,4.35,4.37,4.3,4.36,4.33,0.02,0.4619,1.1596,18609262,80534192.0,8333140744.65,6980912176.95
2022-07-27,'601011,±¦Ì©Â¡,4.33,4.34,4.23,4.27,4.27,0.06,1.4052,1.2867,20649164,88704652.0,8294827453.87,6948816029.01
2022-07-26,'601011,±¦Ì©Â¡,4.27,4.27,4.21,4.24,4.24,0.03,0.7075,0.607,9741434,41402921.0,8179887581.53,6852527585.19
2022-07-25,'601011,±¦Ì©Â¡,4.24,4.34,4.23,4.23,4.26,-0.02,-0.4695,0.9946,15961403,68417552.0,8122417645.36,6804383363.28
2022-07-22,'601011,±¦Ì©Â¡,4.26,4.28,4.22,4.24,4.27,-0.01,-0.2342,0.8559,13735624,58407561.0,8160730936.14,6836479511.22
2022-07-21,'601011,±¦Ì©Â¡,4.27,4.36,4.19,4.25,4.25,0.02,0.4706,1.2482,20031102,85577658.0,8179887581.53,6852527585.19
2022-07-20,'601011,±¦Ì©Â¡,4.25,4.27,4.19,4.25,4.24,0.01,0.2358,0.8911,14299753,60499020.0,8141574290.75,6820431437.25
2022-07-19,'601011,±¦Ì©Â¡,4.24,4.25,4.14,4.16,4.16,0.08,1.9231,1.2164,19520309,82249193.0,8122417645.36,6804383363.28
2022-07-18,'601011,±¦Ì©Â¡,4.16,4.17,4.05,4.06,4.03,0.13,3.2258,1.0301,16530682,68105063.0,7969164482.24,6675998771.52
2022-07-15,'601011,±¦Ì©Â¡,4.03,4.16,4.02,4.12,4.13,-0.1,-2.4213,1.0672,17126615,69955683.0,7720128092.17,6467373809.91
2022-07-14,'601011,±¦Ì©Â¡,4.13,4.15,4.08,4.1,4.11,0.02,0.4866,0.6545,10504009,43229027.0,7911694546.07,6627854549.61
2022-07-13,'601011,±¦Ì©Â¡,4.11,4.11,4.07,4.07,4.11,0.0,0.0,0.6651,10674044,43637813.0,7873381255.29,6595758401.67
2022-07-12,'601011,±¦Ì©Â¡,4.11,4.17,4.11,4.13,4.15,-0.04,-0.9639,0.647,10383000,42904040.0,7873381255.29,6595758401.67
2022-07-11,'601011,±¦Ì©Â¡,4.15,4.23,4.12,4.23,4.25,-0.1,-2.3529,0.887,14234021,59179534.0,7950007836.85,6659950697.55
2022-07-08,'601011,±¦Ì©Â¡,4.25,4.33,4.24,4.31,4.27,-0.02,-0.4684,0.8665,13905700,59353211.0,8141574290.75,6820431437.25
2022-07-07,'601011,±¦Ì©Â¡,4.27,4.3,4.11,4.14,4.14,0.13,3.1401,1.53,24553193,103964828.0,8179887581.53,6852527585.19
2022-07-06,'601011,±¦Ì©Â¡,4.14,4.21,4.1,4.2,4.23,-0.09,-2.1277,1.0016,16074477,66561404.0,7930851191.46,6643902623.58
2022-07-05,'601011,±¦Ì©Â¡,4.23,4.25,4.18,4.2,4.19,0.04,0.9547,1.0715,17195803,72589064.0,8103260999.97,6788335289.31
2022-07-04,'601011,±¦Ì©Â¡,4.19,4.22,4.15,4.15,4.19,0.0,0.0,0.6523,10468040,43858348.0,8026634418.41,6724142993.43
2022-07-01,'601011,±¦Ì©Â¡,4.19,4.2,4.1,4.18,4.18,0.01,0.2392,0.8927,14326473,59565819.0,8026634418.41,6724142993.43
2022-06-30,'601011,±¦Ì©Â¡,4.18,4.28,4.17,4.21,4.23,-0.05,-1.182,1.1143,17882090,75449487.0,8007477773.02,6708094919.46
2022-06-29,'601011,±¦Ì©Â¡,4.23,4.38,4.22,4.37,4.38,-0.15,-3.4247,1.3468,21614097,92910805.0,8103260999.97,6788335289.31
2022-06-28,'601011,±¦Ì©Â¡,4.38,4.39,4.24,4.3,4.27,0.11,2.5761,2.0126,32298654,140205433.0,8390610680.82,7029056398.86
2022-06-27,'601011,±¦Ì©Â¡,4.27,4.32,4.24,4.26,4.2,0.07,1.6667,1.1198,17970969,76617227.0,8179887581.53,6852527585.19
2022-06-24,'601011,±¦Ì©Â¡,4.2,4.25,4.19,4.24,4.22,-0.02,-0.4739,0.8444,13550991,57123992.0,8045791063.8,6740191067.4
2022-06-23,'601011,±¦Ì©Â¡,4.22,4.23,4.13,4.14,4.15,0.07,1.6867,1.1154,17900535,74787986.0,8084104354.58,6772287215.34
2022-06-22,'601011,±¦Ì©Â¡,4.15,4.28,4.15,4.2,4.21,-0.06,-1.4252,1.2166,19523708,82177512.0,7950007836.85,6659950697.55
2022-06-21,'601011,±¦Ì©Â¡,4.21,4.31,4.16,4.29,4.27,-0.06,-1.4052,1.4914,23933945,101353637.0,8064947709.19,6756239141.37
2022-06-20,'601011,±¦Ì©Â¡,4.27,4.3,4.2,4.25,4.29,-0.02,-0.4662,1.4619,23460950,99596831.0,8179887581.53,6852527585.19
2022-06-17,'601011,±¦Ì©Â¡,4.29,4.34,4.19,4.22,4.24,0.05,1.1792,1.4032,22519400,96436884.0,8218200872.31,6884623733.13
2022-06-16,'601011,±¦Ì©Â¡,4.24,4.38,4.21,4.32,4.33,-0.09,-2.0785,1.7552,28166938,120613200.0,8122417645.36,6804383363.28
2022-06-15,'601011,±¦Ì©Â¡,4.33,4.47,4.33,4.43,4.48,-0.15,-3.3482,2.4024,38553400,169663335.0,8294827453.87,6948816029.01
2022-06-14,'601011,±¦Ì©Â¡,4.48,4.5,4.26,4.31,4.32,0.16,3.7037,2.8837,46277934,203686415.0,8582177134.72,7189537138.56
2022-06-13,'601011,±¦Ì©Â¡,4.32,4.37,4.26,4.3,4.33,-0.01,-0.2309,1.4359,23043820,99405655.0,8275670808.48,6932767955.04
2022-06-10,'601011,±¦Ì©Â¡,4.33,4.37,4.18,4.25,4.28,0.05,1.1682,2.2661,36366004,156911193.0,8294827453.87,6948816029.01
2022-06-09,'601011,±¦Ì©Â¡,4.28,4.36,4.2,4.3,4.3,-0.02,-0.4651,2.0108,32269510,138050249.0,8199044226.92,6868575659.16
2022-06-08,'601011,±¦Ì©Â¡,4.3,4.3,4.13,4.23,4.21,0.09,2.1378,1.6901,27123205,115226354.0,8237357517.7,6900671807.1
2022-06-07,'601011,±¦Ì©Â¡,4.21,4.27,4.18,4.24,4.24,-0.03,-0.7075,0.9491,15231468,64206853.0,8064947709.19,6756239141.37
2022-06-06,'601011,±¦Ì©Â¡,4.24,4.25,4.15,4.17,4.17,0.07,1.6787,1.0015,16071533,67733133.0,8122417645.36,6804383363.28
2022-06-02,'601011,±¦Ì©Â¡,4.17,4.2,4.12,4.18,4.19,-0.02,-0.4773,0.674,10816047,45064145.0,7988321127.63,6692046845.49
2022-06-01,'601011,±¦Ì©Â¡,4.19,4.23,4.12,4.17,4.16,0.03,0.7212,0.8939,14344809,59929742.0,8026634418.41,6724142993.43
2022-05-31,'601011,±¦Ì©Â¡,4.16,4.17,4.11,4.12,4.15,0.01,0.241,0.8378,13444725,55657077.0,7969164482.24,6675998771.52
2022-05-30,'601011,±¦Ì©Â¡,4.15,4.21,4.12,4.19,4.19,-0.04,-0.9547,1.0793,17321108,71922753.0,7950007836.85,6659950697.55
2022-05-27,'601011,±¦Ì©Â¡,4.19,4.25,4.12,4.15,4.14,0.05,1.2077,1.4692,23577900,98459502.0,8026634418.41,6724142993.43
2022-05-26,'601011,±¦Ì©Â¡,4.14,4.15,4.03,4.06,4.07,0.07,1.7199,1.2299,19736990,81070591.0,7930851191.46,6643902623.58
2022-05-25,'601011,±¦Ì©Â¡,4.07,4.08,3.96,3.96,3.99,0.08,2.005,1.0339,16591446,67048027.0,7796754673.73,6531566105.79
2022-05-24,'601011,±¦Ì©Â¡,3.99,4.19,3.99,4.15,4.13,-0.14,-3.3898,1.8538,29749609,121775789.0,7643501510.61,6403181514.03
2022-05-23,'601011,±¦Ì©Â¡,4.13,4.15,4.0,4.02,4.01,0.12,2.9925,1.3491,21651050,88855419.0,7911694546.07,6627854549.61
2022-05-20,'601011,±¦Ì©Â¡,4.01,4.02,3.89,3.89,3.89,0.12,3.0848,1.6298,26154602,104123291.0,7681814801.39,6435277661.97
2022-05-19,'601011,±¦Ì©Â¡,3.89,3.89,3.78,3.82,3.88,0.01,0.2577,1.0563,16950977,65030156.0,7451935056.71,6242700774.33
2022-05-18,'601011,±¦Ì©Â¡,3.88,3.92,3.85,3.89,3.88,0.0,0.0,0.9657,15497528,60109359.0,7432778411.32,6226652700.36
2022-05-17,'601011,±¦Ì©Â¡,3.88,3.93,3.84,3.9,3.87,0.01,0.2584,1.0603,17015555,65994946.0,7432778411.32,6226652700.36
2022-05-16,'601011,±¦Ì©Â¡,3.87,3.88,3.8,3.83,3.81,0.06,1.5748,1.0642,17078772,65671201.0,7413621765.93,6210604626.39
2022-05-13,'601011,±¦Ì©Â¡,3.81,3.85,3.77,3.8,3.79,0.02,0.5277,0.8862,14222108,54112215.0,7298681893.59,6114316182.57
2022-05-12,'601011,±¦Ì©Â¡,3.79,3.85,3.74,3.81,3.81,-0.02,-0.5249,0.8843,14191939,53867438.0,7260368602.81,6082220034.63
2022-05-11,'601011,±¦Ì©Â¡,3.81,3.88,3.77,3.77,3.78,0.03,0.7937,1.315,21103543,80918186.0,7298681893.59,6114316182.57
2022-05-10,'601011,±¦Ì©Â¡,3.78,3.79,3.67,3.72,3.75,0.03,0.8,1.1011,17670738,65954866.0,7241211957.42,6066171960.66
2022-05-09,'601011,±¦Ì©Â¡,3.75,3.78,3.7,3.71,3.74,0.01,0.2674,0.803,12886521,48225345.0,7183742021.25,6018027738.75
2022-05-06,'601011,±¦Ì©Â¡,3.74,3.8,3.68,3.72,3.83,-0.09,-2.3499,0.9976,16009810,59960460.0,7164585375.86,6001979664.78
2022-05-05,'601011,±¦Ì©Â¡,3.83,3.88,3.8,3.85,3.81,0.02,0.5249,1.3662,21924372,84228669.0,7336995184.37,6146412330.51
2022-04-29,'601011,±¦Ì©Â¡,3.81,3.83,3.74,3.75,3.72,0.09,2.4194,1.2363,19840693,75140488.0,7298681893.59,6114316182.57
2022-04-28,'601011,±¦Ì©Â¡,3.72,3.82,3.65,3.73,3.77,-0.05,-1.3263,1.3172,21138700,78887715.0,7126272085.08,5969883516.84
2022-04-27,'601011,±¦Ì©Â¡,3.77,3.8,3.48,3.56,3.63,0.14,3.8567,1.7824,28604143,103532917.0,7222055312.03,6050123886.69
2022-04-26,'601011,±¦Ì©Â¡,3.63,3.91,3.61,3.88,3.92,-0.29,-7.398,2.3892,38341709,143530047.0,6953862276.57,5825450851.11
2022-04-25,'601011,±¦Ì©Â¡,3.92,4.21,3.9,4.21,4.28,-0.36,-8.4112,2.3714,38056621,153776865.0,7509404992.88,6290844996.24
2022-04-22,'601011,±¦Ì©Â¡,4.28,4.33,4.19,4.25,4.31,-0.03,-0.6961,1.5231,24442777,104217395.0,8199044226.92,6868575659.16
2022-04-21,'601011,±¦Ì©Â¡,4.31,4.56,4.28,4.43,4.44,-0.13,-2.9279,2.3407,37564502,165532193.0,8256514163.09,6916719881.07
2022-04-20,'601011,±¦Ì©Â¡,4.44,4.69,4.43,4.58,4.64,-0.2,-4.3103,1.9925,31976549,145321721.0,8505550553.16,7125344842.68
2022-04-19,'601011,±¦Ì©Â¡,4.64,4.64,4.46,4.52,4.5,0.14,3.1111,2.1099,33859196,154876309.0,8888683460.96,7446306322.08
2022-04-18,'601011,±¦Ì©Â¡,4.5,4.62,4.48,4.6,4.71,-0.21,-4.4586,2.7652,44376706,201530181.0,8620490425.5,7221633286.5
2022-04-15,'601011,±¦Ì©Â¡,4.71,4.91,4.68,4.73,4.7,0.01,0.2128,4.4973,72172923,346682138.0,9022779978.69,7558642839.87
2022-04-14,'601011,±¦Ì©Â¡,4.7,4.74,4.48,4.5,4.52,0.18,3.9823,2.6471,42481226,197098804.0,9003623333.3,7542594765.9
2022-04-13,'601011,±¦Ì©Â¡,4.52,4.6,4.41,4.45,4.46,0.06,1.3453,1.528,24522204,110726255.0,8658803716.28,7253729434.44
2022-04-12,'601011,±¦Ì©Â¡,4.46,4.48,4.33,4.39,4.33,0.13,3.0023,1.3488,21645900,95295676.0,8543863843.94,7157440990.62
2022-04-11,'601011,±¦Ì©Â¡,4.33,4.53,4.32,4.52,4.54,-0.21,-4.6256,1.3149,21101183,93256089.0,8294827453.87,6948816029.01
2022-04-08,'601011,±¦Ì©Â¡,4.54,4.63,4.47,4.56,4.56,-0.02,-0.4386,1.2104,19425122,88069401.0,8697117007.06,7285825582.38
2022-04-07,'601011,±¦Ì©Â¡,4.56,4.68,4.53,4.61,4.65,-0.09,-1.9355,1.3739,22047800,101505965.0,8735430297.84,7317921730.32
2022-04-06,'601011,±¦Ì©Â¡,4.65,4.65,4.56,4.62,4.62,0.03,0.6494,1.1403,18299664,84241823.0,8907840106.35,7462354396.05
2022-04-01,'601011,±¦Ì©Â¡,4.62,4.67,4.58,4.62,4.66,-0.04,-0.8584,1.1937,19156750,88323663.0,8850370170.18,7414210174.14
2022-03-31,'601011,±¦Ì©Â¡,4.66,4.71,4.61,4.67,4.67,-0.01,-0.2141,0.9589,15388108,71721343.0,8926996751.74,7478402470.02
2022-03-30,'601011,±¦Ì©Â¡,4.67,4.75,4.63,4.74,4.7,-0.03,-0.6383,1.1102,17817254,83261771.0,8946153397.13,7494450543.99
2022-03-29,'601011,±¦Ì©Â¡,4.7,4.78,4.66,4.75,4.75,-0.05,-1.0526,1.0872,17447000,82141303.0,9003623333.3,7542594765.9
2022-03-28,'601011,±¦Ì©Â¡,4.75,4.81,4.66,4.69,4.74,0.01,0.211,1.2138,19478750,92205178.0,9099406560.25,7622835135.75
2022-03-25,'601011,±¦Ì©Â¡,4.74,4.83,4.72,4.72,4.76,-0.02,-0.4202,1.0209,16382703,78186018.0,9080249914.86,7606787061.78
2022-03-24,'601011,±¦Ì©Â¡,4.76,4.93,4.75,4.8,4.82,-0.06,-1.2448,1.7162,27542315,133303635.0,9118563205.64,7638883209.72
2022-03-23,'601011,±¦Ì©Â¡,4.82,4.92,4.79,4.84,4.79,0.03,0.6263,1.5788,25336200,123055985.0,9233503077.98,7735171653.54
